chainage_m,E,N,thalweg_mRL,crest_left_mRL,crest_right_mRL,bankfull_mRL,limiting_bank,bankfull_depth_m,top_width_m,area_m2,capacity_m3s,slope,right_crest_E,right_crest_N,level_100_mRL,over_right_100_m,over_left_100_m,level_150_mRL,over_right_150_m,over_left_150_m,level_300_mRL,over_right_300_m,over_left_300_m,level_500_mRL,over_right_500_m,over_left_500_m,level_800_mRL,over_right_800_m,over_left_800_m,level_1200_mRL,over_right_1200_m,over_left_1200_m,path_min_dist_to_north_embankment_m,path_length_km,path_end_E,path_end_N,right_bank_in_d8_catchment,right_bank_in_anypath_area,mfd_share_at_north_embankment,chainage_rel_site_km
13586.596,1527132.266,5205794.907,289.695,301.529,297.868,297.868,right,8.173,618.0,1692.595,8282.115,0.008,1526679.768,5205356.562,292.295,-5.573,-9.235,292.845,-5.023,-8.685,293.245,-4.623,-8.285,293.595,-4.273,-7.935,294.095,-3.773,-7.435,294.445,-3.423,-7.085,5819.565,40.1,1562490.0,5191190.0,False,False,0.0,-11.375
13836.596,1527312.257,5205622.191,288.266,298.377,294.819,294.819,right,6.553,656.0,1720.384,8065.707,0.008,1526866.943,5205190.804,290.516,-4.303,-7.861,290.666,-4.153,-7.711,290.866,-3.953,-7.511,291.116,-3.703,-7.261,291.366,-3.453,-7.011,291.616,-3.203,-6.761,5825.322,39.84,1562490.0,5191190.0,False,False,0.0,-11.125
14086.596,1527473.739,5205431.795,285.938,296.815,291.708,291.708,right,5.77,546.0,1816.059,9712.772,0.007,1527342.56,5205184.425,287.338,-4.37,-9.477,287.588,-4.12,-9.227,288.138,-3.57,-8.677,288.638,-3.07,-8.177,289.038,-2.67,-7.777,289.288,-2.42,-7.527,5813.87,38.92,1562490.0,5191190.0,False,False,0.0,-10.875
14336.596,1527719.275,5205397.555,283.902,297.198,289.546,289.546,right,5.644,638.0,1605.129,6835.698,0.007,1527694.381,5205094.576,286.202,-3.344,-10.996,286.402,-3.144,-10.796,286.752,-2.794,-10.446,287.052,-2.494,-10.146,287.352,-2.194,-9.846,287.602,-1.944,-9.596,5819.565,38.48,1562490.0,5191190.0,False,False,0.0,-10.625
14586.596,1527908.294,5205284.246,282.17,289.497,289.373,289.373,right,7.204,678.0,2237.725,11552.918,0.007,1527666.614,5205014.738,284.22,-5.154,-5.278,284.42,-4.954,-5.078,284.77,-4.604,-4.728,285.07,-4.304,-4.428,285.57,-3.804,-3.928,285.87,-3.504,-3.628,5819.565,39.02,1562490.0,5191190.0,False,False,0.0,-10.375
14836.596,1528102.489,5205134.755,280.433,287.24,289.371,287.24,left,6.807,876.0,3002.212,15941.73,0.007,1527773.115,5204659.785,281.733,-7.639,-5.507,281.933,-7.439,-5.307,282.333,-7.039,-4.907,282.633,-6.739,-4.607,282.933,-6.439,-4.307,283.183,-6.189,-4.057,5825.322,38.58,1562490.0,5191190.0,False,True,0.0,-10.125
15086.596,1528334.203,5205157.276,279.283,285.821,283.563,283.563,right,4.28,804.0,1704.986,6616.206,0.007,1528092.408,5204658.828,280.583,-2.98,-5.237,280.683,-2.88,-5.137,281.033,-2.53,-4.787,281.233,-2.33,-4.587,281.483,-2.08,-4.337,281.733,-1.83,-4.087,5825.322,38.28,1562490.0,5191190.0,False,False,0.0,-9.875
15336.596,1528557.967,5205047.255,277.749,282.01,284.146,282.01,left,4.261,776.0,1717.306,6953.651,0.007,1528283.002,5204480.427,278.799,-5.347,-3.211,278.899,-5.247,-3.111,279.199,-4.947,-2.811,279.399,-4.747,-2.611,279.649,-4.497,-2.361,279.899,-4.247,-2.111,3560.243,36.24,1562490.0,5191190.0,False,True,0.0,-9.625
15586.596,1528800.782,5204990.285,276.743,281.665,280.004,280.004,right,3.262,858.0,1572.616,5799.019,0.007,1528775.561,5204502.937,277.743,-2.262,-3.922,277.893,-2.112,-3.772,278.043,-1.962,-3.622,278.243,-1.762,-3.422,278.443,-1.562,-3.222,278.743,-1.262,-2.922,3557.13,35.78,1562490.0,5191190.0,False,True,0.0,-9.375
15836.596,1529047.065,5205005.768,274.199,277.887,278.37,277.887,left,3.688,788.0,1638.488,6807.91,0.008,1528916.244,5204420.203,275.199,-3.171,-2.688,275.299,-3.071,-2.588,275.499,-2.871,-2.388,275.699,-2.671,-2.188,275.949,-2.421,-1.938,276.149,-2.221,-1.738,3549.385,35.62,1562490.0,5191190.0,False,True,0.0,-9.125
16086.596,1529244.068,5204863.711,271.824,274.413,277.108,274.413,left,2.589,624.0,849.507,2675.162,0.008,1529045.255,5204413.669,272.824,-4.284,-1.589,272.924,-4.184,-1.489,273.174,-3.934,-1.239,273.424,-3.684,-0.989,273.674,-3.434,-0.739,273.874,-3.234,-0.539,3557.13,35.48,1562490.0,5191190.0,False,True,0.0,-8.875
16336.596,1529481.81,5204790.716,269.963,272.642,275.571,272.642,left,2.679,710.0,1200.65,4367.863,0.008,1529239.356,5204241.885,270.663,-4.908,-1.979,270.763,-4.808,-1.879,271.013,-4.558,-1.629,271.213,-4.358,-1.429,271.413,-4.158,-1.229,271.663,-3.908,-0.979,3560.243,35.28,1562490.0,5191190.0,False,True,0.0,-8.625
16586.596,1529725.623,5204735.917,268.422,269.473,274.405,269.473,left,1.051,48.0,14.949,17.716,0.008,1529509.838,5204247.457,268.472,-5.933,-1.001,268.472,-5.933,-1.001,268.722,-5.683,-0.751,268.972,-5.433,-0.501,269.222,-5.183,-0.251,269.472,-4.933,-0.001,3549.385,35.02,1562490.0,5191190.0,False,True,0.0,-8.375
16836.596,1529945.23,5204620.21,266.015,267.992,272.864,267.992,left,1.977,78.0,78.818,193.803,0.007,1529782.785,5204252.493,266.165,-6.699,-1.827,266.315,-6.549,-1.677,266.565,-6.299,-1.427,266.815,-6.049,-1.177,267.115,-5.749,-0.877,267.415,-5.449,-0.577,3560.243,34.74,1562490.0,5191190.0,False,True,0.0,-8.125
17086.596,1530185.119,5204600.186,265.117,267.178,266.954,266.954,right,1.837,486.0,333.624,615.701,0.007,1530208.006,5204531.921,265.667,-1.287,-1.511,265.917,-1.037,-1.261,266.167,-0.787,-1.011,266.417,-0.537,-0.761,266.617,-0.337,-0.561,266.767,-0.187,-0.411,3560.243,34.32,1562490.0,5191190.0,False,False,0.0,-7.875
17336.596,1530412.011,5204701.277,263.085,265.352,265.206,265.206,right,2.121,444.0,503.707,1289.517,0.007,1530446.977,5204596.982,263.135,-2.071,-2.217,263.285,-1.921,-2.067,263.685,-1.521,-1.667,263.885,-1.321,-1.467,264.135,-1.071,-1.217,264.385,-0.821,-0.967,3560.243,34.14,1562490.0,5191190.0,False,False,0.0,-7.625
17586.596,1530574.873,5204859.404,260.478,267.209,261.645,261.645,right,1.167,328.0,460.817,1382.091,0.007,1531050.648,5204750.86,260.528,-1.117,-6.681,260.528,-1.117,-6.681,260.778,-0.867,-6.431,260.978,-0.667,-6.231,261.228,-0.417,-5.981,261.478,-0.167,-5.731,5813.87,35.08,1562490.0,5191190.0,False,False,0.0,-7.375
17836.596,1530658.809,5205081.115,259.653,264.795,263.013,263.013,right,3.36,722.0,1200.718,4051.013,0.007,1530810.3,5204730.438,260.703,-2.31,-4.092,260.803,-2.21,-3.992,261.053,-1.96,-3.742,261.303,-1.71,-3.492,261.553,-1.46,-3.242,261.853,-1.16,-2.942,5819.565,35.3,1562490.0,5191190.0,False,False,0.0,-7.125
18086.596,1530887.796,5205180.939,257.618,261.83,261.078,261.078,right,3.46,862.0,1587.697,5805.31,0.007,1531094.436,5204697.228,258.768,-2.31,-3.062,258.918,-2.16,-2.912,259.168,-1.91,-2.662,259.368,-1.71,-2.462,259.568,-1.51,-2.262,259.768,-1.31,-2.062,5825.322,34.8,1562490.0,5191190.0,False,False,0.0,-6.875
18336.596,1531129.914,5205173.206,255.248,258.167,260.914,258.167,left,2.919,462.0,625.544,1834.618,0.007,1531096.91,5204676.301,256.598,-4.316,-1.569,256.748,-4.166,-1.419,256.998,-3.916,-1.169,257.198,-3.716,-0.969,257.398,-3.516,-0.769,257.598,-3.316,-0.569,5370.85,34.9,1562490.0,5191190.0,False,False,0.0,-6.625
18586.596,1531355.928,5205228.879,253.26,259.383,256.495,256.495,right,3.234,412.0,604.161,1862.667,0.007,1531504.338,5205032.689,253.31,-3.184,-6.073,253.46,-3.034,-5.923,253.81,-2.684,-5.573,254.11,-2.384,-5.273,254.46,-2.034,-4.923,254.81,-1.684,-4.573,5813.87,34.24,1562490.0,5191190.0,False,False,0.0,-6.375
18836.596,1531533.784,5205395.075,251.887,257.741,253.52,253.52,right,1.633,248.0,246.642,599.593,0.007,1531666.508,5205219.62,252.237,-1.283,-5.503,252.287,-1.233,-5.453,252.537,-0.983,-5.203,252.787,-0.733,-4.953,252.937,-0.583,-4.803,253.187,-0.333,-4.553,5813.87,34.06,1562490.0,5191190.0,False,False,0.0,-6.125
19086.596,1531744.703,5205371.172,250.021,254.521,256.153,254.521,left,4.499,944.0,2089.271,8610.261,0.007,1531521.524,5204932.703,251.171,-4.981,-3.349,251.321,-4.831,-3.199,251.571,-4.581,-2.949,251.771,-4.381,-2.749,251.971,-4.181,-2.549,252.221,-3.931,-2.299,5813.87,34.54,1562490.0,5191190.0,False,False,0.0,-5.875
19336.596,1531966.163,5205260.093,248.364,253.819,253.083,253.083,right,4.719,1102.0,2633.247,11363.089,0.007,1531687.643,5204712.898,249.314,-3.769,-4.506,249.414,-3.669,-4.406,249.614,-3.469,-4.206,249.814,-3.269,-4.006,250.064,-3.019,-3.756,250.264,-2.819,-3.556,5819.565,34.22,1562490.0,5191190.0,False,False,0.0,-5.625
19586.596,1532195.721,5205161.11,246.267,254.513,253.31,253.31,right,7.044,1130.0,4407.94,26080.989,0.007,1531922.644,5204624.609,247.567,-5.744,-6.946,247.667,-5.644,-6.846,247.917,-5.394,-6.596,248.117,-5.194,-6.396,248.317,-4.994,-6.196,248.517,-4.794,-5.996,5370.85,34.12,1562490.0,5191190.0,False,False,0.0,-5.375
19836.596,1532422.276,5205055.409,244.714,252.117,252.229,252.117,left,7.403,1092.0,5185.257,35790.915,0.007,1532177.324,5204574.162,245.714,-6.515,-6.403,245.814,-6.415,-6.303,246.014,-6.215,-6.103,246.164,-6.065,-5.953,246.364,-5.865,-5.753,246.614,-5.615,-5.503,5370.85,33.82,1562490.0,5191190.0,False,False,0.0,-5.125
20086.596,1532657.172,5204975.734,242.107,251.234,248.432,248.432,right,6.325,828.0,2688.889,14452.464,0.007,1532564.126,5204686.323,244.107,-4.325,-7.127,244.307,-4.125,-6.927,244.557,-3.875,-6.677,244.757,-3.675,-6.477,244.957,-3.475,-6.277,245.157,-3.275,-6.077,5813.87,33.22,1562490.0,5191190.0,False,False,0.0,-4.875
20336.596,1532901.094,5204925.405,240.181,248.462,246.161,246.161,right,5.98,968.0,2762.581,13732.281,0.008,1532759.078,5204483.673,242.631,-3.53,-5.831,242.731,-3.43,-5.731,242.931,-3.23,-5.531,243.081,-3.08,-5.381,243.231,-2.93,-5.231,243.431,-2.73,-5.031,5370.85,33.28,1562490.0,5191190.0,False,False,0.0,-4.625
20586.596,1533126.068,5204845.695,239.791,246.49,242.732,242.732,right,2.941,1036.0,1647.591,5508.293,0.007,1533110.149,5204329.941,240.091,-2.641,-6.399,240.241,-2.491,-6.249,240.541,-2.191,-5.949,240.791,-1.941,-5.699,241.041,-1.691,-5.449,241.291,-1.441,-5.199,5365.177,32.88,1562490.0,5191190.0,False,False,0.0,-4.375
20836.596,1533375.015,5204841.786,237.432,241.764,240.045,240.045,right,2.613,686.0,1083.755,3574.192,0.007,1533357.676,5204280.054,237.932,-2.113,-3.833,238.032,-2.013,-3.733,238.332,-1.713,-3.433,238.682,-1.363,-3.083,238.982,-1.063,-2.783,239.232,-0.813,-2.533,5376.524,32.72,1562490.0,5191190.0,False,False,0.0,-4.125
21086.596,1533592.994,5204732.131,236.081,238.972,240.852,238.972,left,2.891,852.0,1407.258,4608.55,0.007,1533292.266,5204310.365,236.931,-3.921,-2.041,237.031,-3.821,-1.941,237.331,-3.521,-1.641,237.581,-3.271,-1.391,237.831,-3.021,-1.141,238.031,-2.821,-0.941,5365.177,32.76,1562490.0,5191190.0,False,False,0.0,-3.875
21336.596,1533795.405,5204596.149,233.065,238.247,237.769,237.769,right,4.704,850.0,1855.504,7179.451,0.007,1533503.927,5204160.699,234.915,-2.854,-3.332,235.065,-2.704,-3.182,235.365,-2.404,-2.882,235.615,-2.154,-2.632,235.915,-1.854,-2.332,236.215,-1.554,-2.032,5365.177,32.46,1562490.0,5191190.0,False,False,0.0,-3.625
21586.596,1534029.696,5204548.448,232.427,238.214,235.017,235.017,right,2.59,378.0,429.399,1072.226,0.006,1534032.634,5204444.49,232.477,-2.54,-5.737,232.577,-2.44,-5.637,232.927,-2.09,-5.287,233.227,-1.79,-4.987,233.577,-1.44,-4.637,233.827,-1.19,-4.387,5819.565,31.58,1562490.0,5191190.0,False,False,0.0,-3.375
21836.596,1534277.611,5204580.186,231.071,236.642,233.16,233.16,right,2.09,394.0,407.022,938.737,0.006,1534282.584,5204404.257,231.121,-2.04,-5.521,231.271,-1.89,-5.371,231.571,-1.59,-5.071,231.771,-1.39,-4.871,232.021,-1.14,-4.621,232.271,-0.89,-4.371,5813.87,31.36,1562490.0,5191190.0,False,False,0.0,-3.125
22086.596,1534515.945,5204520.178,229.26,234.256,231.195,231.195,right,1.934,212.0,215.164,485.629,0.006,1534478.481,5204401.973,230.26,-0.934,-3.996,230.36,-0.834,-3.896,230.56,-0.634,-3.696,230.76,-0.434,-3.496,230.96,-0.234,-3.296,231.16,-0.034,-3.096,5813.87,31.18,1562490.0,5191190.0,False,False,0.0,-2.875
