t_s,Q_out_m3s,Q_in_m3s,level_mRL,breach_bottom_mRL,breach_bottom_width_m,breach_top_width_m
0,0.000,0.000,226.500,226.500,0.00,0.00
30,0.007,0.000,226.500,226.460,0.46,0.52
60,0.038,0.000,226.500,226.420,0.92,1.04
90,0.104,0.000,226.500,226.379,1.39,1.56
120,0.213,0.000,226.500,226.339,1.85,2.07
150,0.372,0.000,226.500,226.299,2.31,2.59
180,0.586,0.000,226.500,226.259,2.77,3.11
210,0.862,0.000,226.500,226.218,3.23,3.63
240,1.203,0.000,226.500,226.178,3.70,4.15
270,1.614,0.000,226.500,226.138,4.16,4.67
300,2.100,0.000,226.499,226.098,4.62,5.18
330,2.663,0.000,226.499,226.058,5.08,5.70
360,3.308,0.000,226.499,226.017,5.55,6.22
390,4.037,0.000,226.499,225.977,6.01,6.74
420,4.854,0.000,226.498,225.937,6.47,7.26
450,5.762,0.000,226.498,225.897,6.93,7.78
480,6.764,0.000,226.497,225.856,7.39,8.30
510,7.861,0.000,226.496,225.816,7.86,8.81
540,9.057,0.000,226.495,225.776,8.32,9.33
570,10.352,0.000,226.494,225.736,8.78,9.85
600,11.750,0.000,226.493,225.696,9.24,10.37
630,13.252,0.000,226.492,225.655,9.70,10.89
660,14.860,0.000,226.491,225.615,10.17,11.41
690,16.575,0.000,226.489,225.575,10.63,11.92
720,18.397,0.000,226.487,225.535,11.09,12.44
750,20.329,0.000,226.485,225.495,11.55,12.96
780,22.372,0.000,226.483,225.454,12.02,13.48
810,24.525,0.000,226.481,225.414,12.48,14.00
840,26.790,0.000,226.478,225.374,12.94,14.52
870,29.166,0.000,226.476,225.334,13.40,15.03
900,31.655,0.000,226.472,225.293,13.86,15.55
930,34.255,0.000,226.469,225.253,14.33,16.07
960,36.968,0.000,226.466,225.213,14.79,16.59
990,39.792,0.000,226.462,225.173,15.25,17.11
1020,42.727,0.000,226.458,225.133,15.71,17.63
1050,45.773,0.000,226.453,225.092,16.17,18.15
1080,48.928,0.000,226.449,225.052,16.64,18.66
1110,52.192,0.000,226.443,225.012,17.10,19.18
1140,55.564,0.000,226.438,224.972,17.56,19.70
1170,59.042,0.000,226.432,224.931,18.02,20.22
1200,62.624,0.000,226.426,224.891,18.49,20.74
1230,66.310,0.000,226.420,224.851,18.95,21.26
1260,70.097,0.000,226.413,224.811,19.41,21.77
1290,73.984,0.000,226.406,224.771,19.87,22.29
1320,77.968,0.000,226.398,224.730,20.33,22.81
1350,82.048,0.000,226.390,224.690,20.80,23.33
1380,86.220,0.000,226.382,224.650,21.26,23.85
1410,90.483,0.000,226.373,224.610,21.72,24.37
1440,94.833,0.000,226.363,224.569,22.18,24.89
1470,99.269,0.000,226.354,224.529,22.64,25.40
1500,103.786,0.000,226.343,224.489,23.11,25.92
1530,108.383,0.000,226.333,224.449,23.57,26.44
1560,113.056,0.000,226.322,224.409,24.03,26.96
1590,117.802,0.000,226.310,224.368,24.49,27.48
1620,122.617,0.000,226.298,224.328,24.96,28.00
1650,127.498,0.000,226.285,224.288,25.42,28.51
1680,132.442,0.000,226.272,224.248,25.88,29.03
1710,137.446,0.000,226.259,224.208,26.34,29.55
1740,142.504,0.000,226.244,224.167,26.80,30.07
1770,147.615,0.000,226.230,224.127,27.27,30.59
1800,152.773,0.000,226.215,224.087,27.73,31.11
1830,157.976,0.000,226.199,224.047,28.19,31.63
1860,163.218,0.000,226.183,224.006,28.65,32.14
1890,168.497,0.000,226.166,223.966,29.11,32.66
1920,173.809,0.000,226.148,223.926,29.58,33.18
1950,179.148,0.000,226.131,223.886,30.04,33.70
1980,184.512,0.000,226.112,223.846,30.50,34.22
2010,189.897,0.000,226.093,223.805,30.96,34.74
2040,195.297,0.000,226.073,223.765,31.43,35.25
2070,200.710,0.000,226.053,223.725,31.89,35.77
2100,206.130,0.000,226.033,223.685,32.35,36.29
2130,211.555,0.000,226.011,223.644,32.81,36.81
2160,216.980,0.000,225.989,223.604,33.27,37.33
2190,222.400,0.000,225.967,223.564,33.74,37.85
2220,227.813,0.000,225.944,223.524,34.20,38.37
2250,233.214,0.000,225.920,223.484,34.66,38.88
2280,238.599,0.000,225.896,223.443,35.12,39.40
2310,243.964,0.000,225.871,223.403,35.58,39.92
2340,249.306,0.000,225.846,223.363,36.05,40.44
2370,254.620,0.000,225.820,223.323,36.51,40.96
2400,259.904,0.000,225.794,223.282,36.97,41.48
2430,265.153,0.000,225.767,223.242,37.43,41.99
2460,270.364,0.000,225.739,223.202,37.90,42.51
2490,275.533,0.000,225.711,223.162,38.36,43.03
2520,280.657,0.000,225.682,223.122,38.82,43.55
2550,285.733,0.000,225.653,223.081,39.28,44.07
2580,290.757,0.000,225.623,223.041,39.74,44.59
2610,295.726,0.000,225.592,223.001,40.21,45.10
2640,300.638,0.000,225.561,222.961,40.67,45.62
2670,305.489,0.000,225.530,222.921,41.13,46.14
2700,310.276,0.000,225.498,222.880,41.59,46.66
2730,314.997,0.000,225.465,222.840,42.05,47.18
2760,319.614,0.000,225.432,222.800,42.52,47.70
2790,313.456,0.000,225.399,222.800,42.52,47.70
2820,307.451,0.000,225.366,222.800,42.52,47.70
2850,301.593,0.000,225.334,222.800,42.52,47.70
2880,295.877,0.000,225.303,222.800,42.52,47.70
2910,290.301,0.000,225.272,222.800,42.52,47.70
2940,284.860,0.000,225.242,222.800,42.52,47.70
2970,279.549,0.000,225.212,222.800,42.52,47.70
3000,274.366,0.000,225.182,222.800,42.52,47.70
3030,269.306,0.000,225.154,222.800,42.52,47.70
3060,264.366,0.000,225.125,222.800,42.52,47.70
3090,259.543,0.000,225.098,222.800,42.52,47.70
3120,254.832,0.000,225.070,222.800,42.52,47.70
3150,250.232,0.000,225.043,222.800,42.52,47.70
3180,245.738,0.000,225.017,222.800,42.52,47.70
3210,241.348,0.000,224.991,222.800,42.52,47.70
3240,237.060,0.000,224.965,222.800,42.52,47.70
3270,232.869,0.000,224.940,222.800,42.52,47.70
3300,228.774,0.000,224.916,222.800,42.52,47.70
3330,224.772,0.000,224.891,222.800,42.52,47.70
3360,220.859,0.000,224.867,222.800,42.52,47.70
3390,217.035,0.000,224.844,222.800,42.52,47.70
3420,213.296,0.000,224.821,222.800,42.52,47.70
