t_s,Q_out_m3s,Q_in_m3s,level_mRL,breach_bottom_mRL,breach_bottom_width_m,breach_top_width_m
0,0.000,0.000,226.500,226.500,0.00,0.00
30,0.003,0.000,226.500,226.460,0.23,0.29
60,0.020,0.000,226.500,226.420,0.46,0.57
90,0.054,0.000,226.500,226.379,0.69,0.86
120,0.112,0.000,226.500,226.339,0.92,1.15
150,0.195,0.000,226.500,226.299,1.16,1.44
180,0.307,0.000,226.500,226.259,1.39,1.72
210,0.452,0.000,226.500,226.218,1.62,2.01
240,0.631,0.000,226.500,226.178,1.85,2.30
270,0.846,0.000,226.500,226.138,2.08,2.59
300,1.101,0.000,226.500,226.098,2.31,2.87
330,1.397,0.000,226.500,226.058,2.54,3.16
360,1.736,0.000,226.499,226.017,2.77,3.45
390,2.119,0.000,226.499,225.977,3.00,3.74
420,2.549,0.000,226.499,225.937,3.23,4.02
450,3.028,0.000,226.499,225.897,3.47,4.31
480,3.556,0.000,226.498,225.856,3.70,4.60
510,4.135,0.000,226.498,225.816,3.93,4.89
540,4.767,0.000,226.498,225.776,4.16,5.17
570,5.452,0.000,226.497,225.736,4.39,5.46
600,6.193,0.000,226.496,225.696,4.62,5.75
630,6.990,0.000,226.496,225.655,4.85,6.03
660,7.844,0.000,226.495,225.615,5.08,6.32
690,8.757,0.000,226.494,225.575,5.31,6.61
720,9.729,0.000,226.493,225.535,5.55,6.90
750,10.762,0.000,226.492,225.495,5.78,7.18
780,11.856,0.000,226.491,225.454,6.01,7.47
810,13.012,0.000,226.490,225.414,6.24,7.76
840,14.230,0.000,226.489,225.374,6.47,8.05
870,15.512,0.000,226.487,225.334,6.70,8.33
900,16.857,0.000,226.485,225.293,6.93,8.62
930,18.267,0.000,226.484,225.253,7.16,8.91
960,19.743,0.000,226.482,225.213,7.39,9.20
990,21.283,0.000,226.480,225.173,7.63,9.48
1020,22.889,0.000,226.478,225.133,7.86,9.77
1050,24.561,0.000,226.475,225.092,8.09,10.06
1080,26.299,0.000,226.473,225.052,8.32,10.35
1110,28.104,0.000,226.470,225.012,8.55,10.63
1140,29.974,0.000,226.467,224.972,8.78,10.92
1170,31.912,0.000,226.464,224.931,9.01,11.21
1200,33.916,0.000,226.461,224.891,9.24,11.50
1230,35.986,0.000,226.457,224.851,9.47,11.78
1260,38.122,0.000,226.453,224.811,9.70,12.07
1290,40.324,0.000,226.449,224.771,9.94,12.36
1320,42.592,0.000,226.445,224.730,10.17,12.64
1350,44.926,0.000,226.441,224.690,10.40,12.93
1380,47.324,0.000,226.436,224.650,10.63,13.22
1410,49.787,0.000,226.431,224.610,10.86,13.51
1440,52.314,0.000,226.426,224.569,11.09,13.79
1470,54.904,0.000,226.421,224.529,11.32,14.08
1500,57.557,0.000,226.415,224.489,11.55,14.37
1530,60.273,0.000,226.409,224.449,11.78,14.66
1560,63.050,0.000,226.403,224.409,12.02,14.94
1590,65.887,0.000,226.397,224.368,12.25,15.23
1620,68.784,0.000,226.390,224.328,12.48,15.52
1650,71.740,0.000,226.383,224.288,12.71,15.81
1680,74.754,0.000,226.376,224.248,12.94,16.09
1710,77.825,0.000,226.368,224.208,13.17,16.38
1740,80.951,0.000,226.360,224.167,13.40,16.67
1770,84.132,0.000,226.352,224.127,13.63,16.96
1800,87.367,0.000,226.343,224.087,13.86,17.24
1830,90.654,0.000,226.334,224.047,14.10,17.53
1860,93.993,0.000,226.325,224.006,14.33,17.82
1890,97.381,0.000,226.315,223.966,14.56,18.10
1920,100.818,0.000,226.305,223.926,14.79,18.39
1950,104.301,0.000,226.295,223.886,15.02,18.68
1980,107.831,0.000,226.284,223.846,15.25,18.97
2010,111.404,0.000,226.273,223.805,15.48,19.25
2040,115.020,0.000,226.262,223.765,15.71,19.54
2070,118.678,0.000,226.250,223.725,15.94,19.83
2100,122.375,0.000,226.238,223.685,16.17,20.12
2130,126.110,0.000,226.225,223.644,16.41,20.40
2160,129.882,0.000,226.212,223.604,16.64,20.69
2190,133.688,0.000,226.199,223.564,16.87,20.98
2220,137.527,0.000,226.185,223.524,17.10,21.27
2250,141.397,0.000,226.171,223.484,17.33,21.55
2280,145.298,0.000,226.156,223.443,17.56,21.84
2310,149.225,0.000,226.142,223.403,17.79,22.13
2340,153.179,0.000,226.126,223.363,18.02,22.42
2370,157.158,0.000,226.110,223.323,18.25,22.70
2400,161.158,0.000,226.094,223.282,18.49,22.99
2430,165.179,0.000,226.078,223.242,18.72,23.28
2460,169.219,0.000,226.061,223.202,18.95,23.56
2490,173.276,0.000,226.043,223.162,19.18,23.85
2520,177.348,0.000,226.025,223.122,19.41,24.14
2550,181.433,0.000,226.007,223.081,19.64,24.43
2580,185.529,0.000,225.988,223.041,19.87,24.71
2610,189.635,0.000,225.969,223.001,20.10,25.00
2640,193.748,0.000,225.950,222.961,20.33,25.29
2670,197.867,0.000,225.929,222.921,20.57,25.58
2700,201.989,0.000,225.909,222.880,20.80,25.86
2730,206.113,0.000,225.888,222.840,21.03,26.15
2760,210.217,0.000,225.867,222.800,21.26,26.44
2790,207.899,0.000,225.845,222.800,21.26,26.44
2820,205.616,0.000,225.824,222.800,21.26,26.44
2850,203.364,0.000,225.803,222.800,21.26,26.44
2880,201.146,0.000,225.782,222.800,21.26,26.44
2910,198.958,0.000,225.761,222.800,21.26,26.44
2940,196.802,0.000,225.741,222.800,21.26,26.44
2970,194.677,0.000,225.721,222.800,21.26,26.44
3000,192.581,0.000,225.701,222.800,21.26,26.44
3030,190.515,0.000,225.681,222.800,21.26,26.44
3060,188.478,0.000,225.661,222.800,21.26,26.44
3090,186.469,0.000,225.642,222.800,21.26,26.44
3120,184.489,0.000,225.623,222.800,21.26,26.44
3150,182.536,0.000,225.604,222.800,21.26,26.44
3180,180.610,0.000,225.585,222.800,21.26,26.44
3210,178.710,0.000,225.566,222.800,21.26,26.44
3240,176.837,0.000,225.547,222.800,21.26,26.44
3270,174.989,0.000,225.529,222.800,21.26,26.44
3300,173.167,0.000,225.511,222.800,21.26,26.44
3330,171.370,0.000,225.493,222.800,21.26,26.44
3360,169.597,0.000,225.475,222.800,21.26,26.44
3390,167.848,0.000,225.458,222.800,21.26,26.44
3420,166.122,0.000,225.440,222.800,21.26,26.44
3450,164.420,0.000,225.423,222.800,21.26,26.44
3480,162.741,0.000,225.406,222.800,21.26,26.44
3510,161.084,0.000,225.389,222.800,21.26,26.44
3540,159.449,0.000,225.372,222.800,21.26,26.44
3570,157.836,0.000,225.355,222.800,21.26,26.44
3600,156.244,0.000,225.339,222.800,21.26,26.44
3630,154.674,0.000,225.322,222.800,21.26,26.44
3660,153.124,0.000,225.306,222.800,21.26,26.44
3690,151.594,0.000,225.290,222.800,21.26,26.44
3720,150.085,0.000,225.274,222.800,21.26,26.44
3750,148.595,0.000,225.259,222.800,21.26,26.44
3780,147.124,0.000,225.243,222.800,21.26,26.44
3810,145.673,0.000,225.227,222.800,21.26,26.44
3840,144.240,0.000,225.212,222.800,21.26,26.44
